,WeatherStation,InitialN,SoilCategory,Texture,Rocks,SampleDepth,PMN,Splits,PrePlantRain,InCropRain,Irrigation,PriorCropNameFull,PriorFieldYield,PriorFieldLoss,PriorDressingLoss,PriorMoistureContent,PriorEstablishDate,PriorEstablishStage,PriorHarvestDate,PriorHarvestStage,PriorResidueRemoval,PriorResidueIncorporation,CurrentCropNameFull,CurrentFieldYield,CurrentFieldLoss,CurrentDressingLoss,CurrentMoistureContent,CurrentEstablishDate,CurrentEstablishStage,CurrentHarvestDate,CurrentHarvestStage,CurrentResidueRemoval,CurrentResidueIncorporation,FollowingCropNameFull,FollowingFieldYield,FollowingFieldLoss,FollowingDressingLoss,FollowingMoistureContent,FollowingEstablishDate,FollowingEstablishStage,FollowingHarvestDate,FollowingHarvestStage,FollowingResidueRemoval,FollowingResidueIncorporation
HawkesBayRot4_N1_Irr1_PakChoi,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Oat Fodder General,8,0,0,0,2020-07-01 00:00:00,Seed,2020-11-01 00:00:00,EarlyReproductive,None removed,Full (Plough),Pak choi Vegetable General,61,0,0,95,2021-04-22 00:00:00,Seed,2021-07-09 00:00:00,Vegetative,None removed,Full (Plough),Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough)
HawkesBayRot4_N1_Irr1_Lettuce,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Pak choi Vegetable General,61,0,0,95,2021-04-22 00:00:00,Seed,2021-07-09 00:00:00,Vegetative,None removed,Full (Plough),Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough),Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough)
HawkesBayRot4_N1_Irr1_GreenPea,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough),Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough),Cauliflower Vegetable General,46,0,0,94,2022-05-12 00:00:00,Seed,2022-10-18 00:00:00,LateReproductive,None removed,Full (Plough)
HawkesBayRot4_N1_Irr1_Cauliflower,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough),Cauliflower Vegetable General,46,0,0,94,2022-05-12 00:00:00,Seed,2022-10-18 00:00:00,LateReproductive,None removed,Full (Plough),Ryegrass Seed General,1.5,0,0,14,2023-05-10 00:00:00,Seed,2023-05-26 00:00:00,Maturity,None removed,Full (Plough)
HawkesBayRot4_N1_Irr2_PakChoi,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Oat Fodder General,8,0,0,0,2020-07-01 00:00:00,Seed,2020-11-01 00:00:00,EarlyReproductive,None removed,Full (Plough),Pak choi Vegetable General,61,0,0,95,2021-04-22 00:00:00,Seed,2021-07-09 00:00:00,Vegetative,None removed,Full (Plough),Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough)
HawkesBayRot4_N1_Irr2_Lettuce,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Pak choi Vegetable General,61,0,0,95,2021-04-22 00:00:00,Seed,2021-07-09 00:00:00,Vegetative,None removed,Full (Plough),Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough),Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough)
HawkesBayRot4_N1_Irr2_GreenPea,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough),Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough),Cauliflower Vegetable General,46,0,0,94,2022-05-12 00:00:00,Seed,2022-10-18 00:00:00,LateReproductive,None removed,Full (Plough)
HawkesBayRot4_N1_Irr2_Cauliflower,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough),Cauliflower Vegetable General,46,0,0,94,2022-05-12 00:00:00,Seed,2022-10-18 00:00:00,LateReproductive,None removed,Full (Plough),Ryegrass Seed General,1.5,0,0,14,2023-05-10 00:00:00,Seed,2023-05-26 00:00:00,Maturity,None removed,Full (Plough)
HawkesBayRot4_N2_Irr1_PakChoi,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Oat Fodder General,8,0,0,0,2020-07-01 00:00:00,Seed,2020-11-01 00:00:00,EarlyReproductive,None removed,Full (Plough),Pak choi Vegetable General,61,0,0,95,2021-04-22 00:00:00,Seed,2021-07-09 00:00:00,Vegetative,None removed,Full (Plough),Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough)
HawkesBayRot4_N2_Irr1_Lettuce,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Pak choi Vegetable General,61,0,0,95,2021-04-22 00:00:00,Seed,2021-07-09 00:00:00,Vegetative,None removed,Full (Plough),Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough),Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough)
HawkesBayRot4_N2_Irr1_GreenPea,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough),Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough),Cauliflower Vegetable General,46,0,0,94,2022-05-12 00:00:00,Seed,2022-10-18 00:00:00,LateReproductive,None removed,Full (Plough)
HawkesBayRot4_N2_Irr1_Cauliflower,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough),Cauliflower Vegetable General,46,0,0,94,2022-05-12 00:00:00,Seed,2022-10-18 00:00:00,LateReproductive,None removed,Full (Plough),Ryegrass Seed General,1.5,0,0,14,2023-05-10 00:00:00,Seed,2023-05-26 00:00:00,Maturity,None removed,Full (Plough)
HawkesBayRot4_N2_Irr2_PakChoi,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Oat Fodder General,8,0,0,0,2020-07-01 00:00:00,Seed,2020-11-01 00:00:00,EarlyReproductive,None removed,Full (Plough),Pak choi Vegetable General,61,0,0,95,2021-04-22 00:00:00,Seed,2021-07-09 00:00:00,Vegetative,None removed,Full (Plough),Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough)
HawkesBayRot4_N2_Irr2_Lettuce,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Pak choi Vegetable General,61,0,0,95,2021-04-22 00:00:00,Seed,2021-07-09 00:00:00,Vegetative,None removed,Full (Plough),Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough),Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough)
HawkesBayRot4_N2_Irr2_GreenPea,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough),Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough),Cauliflower Vegetable General,46,0,0,94,2022-05-12 00:00:00,Seed,2022-10-18 00:00:00,LateReproductive,None removed,Full (Plough)
HawkesBayRot4_N2_Irr2_Cauliflower,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough),Cauliflower Vegetable General,46,0,0,94,2022-05-12 00:00:00,Seed,2022-10-18 00:00:00,LateReproductive,None removed,Full (Plough),Ryegrass Seed General,1.5,0,0,14,2023-05-10 00:00:00,Seed,2023-05-26 00:00:00,Maturity,None removed,Full (Plough)
HawkesBayRot4_N3_Irr1_PakChoi,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Oat Fodder General,8,0,0,0,2020-07-01 00:00:00,Seed,2020-11-01 00:00:00,EarlyReproductive,None removed,Full (Plough),Pak choi Vegetable General,61,0,0,95,2021-04-22 00:00:00,Seed,2021-07-09 00:00:00,Vegetative,None removed,Full (Plough),Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough)
HawkesBayRot4_N3_Irr1_Lettuce,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Pak choi Vegetable General,61,0,0,95,2021-04-22 00:00:00,Seed,2021-07-09 00:00:00,Vegetative,None removed,Full (Plough),Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough),Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough)
HawkesBayRot4_N3_Irr1_GreenPea,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough),Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough),Cauliflower Vegetable General,46,0,0,94,2022-05-12 00:00:00,Seed,2022-10-18 00:00:00,LateReproductive,None removed,Full (Plough)
HawkesBayRot4_N3_Irr1_Cauliflower,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough),Cauliflower Vegetable General,46,0,0,94,2022-05-12 00:00:00,Seed,2022-10-18 00:00:00,LateReproductive,None removed,Full (Plough),Ryegrass Seed General,1.5,0,0,14,2023-05-10 00:00:00,Seed,2023-05-26 00:00:00,Maturity,None removed,Full (Plough)
HawkesBayRot4_N3_Irr2_PakChoi,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Oat Fodder General,8,0,0,0,2020-07-01 00:00:00,Seed,2020-11-01 00:00:00,EarlyReproductive,None removed,Full (Plough),Pak choi Vegetable General,61,0,0,95,2021-04-22 00:00:00,Seed,2021-07-09 00:00:00,Vegetative,None removed,Full (Plough),Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough)
HawkesBayRot4_N3_Irr2_Lettuce,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Pak choi Vegetable General,61,0,0,95,2021-04-22 00:00:00,Seed,2021-07-09 00:00:00,Vegetative,None removed,Full (Plough),Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough),Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough)
HawkesBayRot4_N3_Irr2_GreenPea,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough),Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough),Cauliflower Vegetable General,46,0,0,94,2022-05-12 00:00:00,Seed,2022-10-18 00:00:00,LateReproductive,None removed,Full (Plough)
HawkesBayRot4_N3_Irr2_Cauliflower,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough),Cauliflower Vegetable General,46,0,0,94,2022-05-12 00:00:00,Seed,2022-10-18 00:00:00,LateReproductive,None removed,Full (Plough),Ryegrass Seed General,1.5,0,0,14,2023-05-10 00:00:00,Seed,2023-05-26 00:00:00,Maturity,None removed,Full (Plough)
HawkesBayRot4_N4_Irr1_PakChoi,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Oat Fodder General,8,0,0,0,2020-07-01 00:00:00,Seed,2020-11-01 00:00:00,EarlyReproductive,None removed,Full (Plough),Pak choi Vegetable General,61,0,0,95,2021-04-22 00:00:00,Seed,2021-07-09 00:00:00,Vegetative,None removed,Full (Plough),Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough)
HawkesBayRot4_N4_Irr1_Lettuce,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Pak choi Vegetable General,61,0,0,95,2021-04-22 00:00:00,Seed,2021-07-09 00:00:00,Vegetative,None removed,Full (Plough),Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough),Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough)
HawkesBayRot4_N4_Irr1_GreenPea,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough),Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough),Cauliflower Vegetable General,46,0,0,94,2022-05-12 00:00:00,Seed,2022-10-18 00:00:00,LateReproductive,None removed,Full (Plough)
HawkesBayRot4_N4_Irr1_Cauliflower,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough),Cauliflower Vegetable General,46,0,0,94,2022-05-12 00:00:00,Seed,2022-10-18 00:00:00,LateReproductive,None removed,Full (Plough),Ryegrass Seed General,1.5,0,0,14,2023-05-10 00:00:00,Seed,2023-05-26 00:00:00,Maturity,None removed,Full (Plough)
HawkesBayRot4_N4_Irr2_PakChoi,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Oat Fodder General,8,0,0,0,2020-07-01 00:00:00,Seed,2020-11-01 00:00:00,EarlyReproductive,None removed,Full (Plough),Pak choi Vegetable General,61,0,0,95,2021-04-22 00:00:00,Seed,2021-07-09 00:00:00,Vegetative,None removed,Full (Plough),Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough)
HawkesBayRot4_N4_Irr2_Lettuce,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Pak choi Vegetable General,61,0,0,95,2021-04-22 00:00:00,Seed,2021-07-09 00:00:00,Vegetative,None removed,Full (Plough),Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough),Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough)
HawkesBayRot4_N4_Irr2_GreenPea,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Lettuce Vegetable Ice berg,53,0,0,97,2021-09-09 00:00:00,Seedling,2021-11-20 00:00:00,Vegetative,None removed,Full (Plough),Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough),Cauliflower Vegetable General,46,0,0,94,2022-05-12 00:00:00,Seed,2022-10-18 00:00:00,LateReproductive,None removed,Full (Plough)
HawkesBayRot4_N4_Irr2_Cauliflower,HastingsActual,50,Sedimentary,ClayLoam,0,Top30cm,85,0,Typical,Typical,Some,Pea Vegetable General,8,0,0,78,2021-12-20 00:00:00,Seed,2022-02-22 00:00:00,LateReproductive,None removed,Full (Plough),Cauliflower Vegetable General,46,0,0,94,2022-05-12 00:00:00,Seed,2022-10-18 00:00:00,LateReproductive,None removed,Full (Plough),Ryegrass Seed General,1.5,0,0,14,2023-05-10 00:00:00,Seed,2023-05-26 00:00:00,Maturity,None removed,Full (Plough)
